date,symbol,side,order_place_time,order_type,order_price,fill_time,entry_price,ref_low_24h,ref_high_24h,ref_mid_24h,stop,take_profit,exit_time,exit_price,exit_reason,pnl,equity_after
2024-12-30,XAUUSD,SHORT,2024-12-30 09:00:00+00:00,LIMIT,2618.5550000000003,2024-12-30 12:35:00+00:00,2618.5550000000003,2609.125,2627.985,2618.5550000000003,2627.985,2590.265000000001,2024-12-30 16:00:00+00:00,2601.965,FORCE_EXIT,16.590000000000146,116.59000000000015
2024-12-31,XAUUSD,LONG,2024-12-31 09:00:00+00:00,LIMIT,2609.165,2024-12-31 12:05:00+00:00,2609.165,2595.905,2622.425,2609.165,2595.905,2648.9449999999993,2024-12-31 16:00:00+00:00,2623.814,FORCE_EXIT,14.648999999999887,131.23900000000003
2025-01-03,XAUUSD,LONG,2025-01-03 09:00:00+00:00,LIMIT,2648.8599999999997,2025-01-03 13:20:00+00:00,2648.8599999999997,2632.535,2665.185,2648.8599999999997,2632.535,2697.834999999999,2025-01-03 16:00:00+00:00,2646.548,FORCE_EXIT,-2.311999999999898,128.92700000000013
2025-01-06,XAUUSD,SHORT,2025-01-06 09:00:00+00:00,LIMIT,2636.1549999999997,2025-01-06 11:10:00+00:00,2636.1549999999997,2625.035,2647.275,2636.1549999999997,2647.275,2602.7949999999987,2025-01-06 11:30:00+00:00,2647.275,STOP,-11.120000000000346,117.80699999999979
2025-01-07,XAUUSD,SHORT,2025-01-07 09:00:00+00:00,MARKET,2642.425,2025-01-07 09:00:00+00:00,2642.425,2614.365,2649.305,2631.835,2649.305,2621.785000000001,2025-01-07 12:05:00+00:00,2649.305,STOP,-6.879999999999654,110.92700000000013
2025-01-08,XAUUSD,SHORT,2025-01-08 09:00:00+00:00,LIMIT,2652.0615,2025-01-08 09:00:00+00:00,2652.0615,2640.025,2664.098,2652.0615,2664.098,2615.9519999999993,2025-01-08 14:10:00+00:00,2664.098,STOP,-12.03650000000016,98.89049999999997
2025-01-10,XAUUSD,LONG,2025-01-10 09:00:00+00:00,LIMIT,2671.2115000000003,2025-01-10 13:30:00+00:00,2671.2115000000003,2662.068,2680.355,2671.2115000000003,2662.068,2698.6420000000007,2025-01-10 16:00:00+00:00,2688.688,FORCE_EXIT,17.47649999999976,116.36699999999973
2025-01-13,XAUUSD,LONG,2025-01-13 09:00:00+00:00,LIMIT,2686.1949999999997,2025-01-13 09:00:00+00:00,2686.1949999999997,2679.145,2693.245,2686.1949999999997,2679.145,2707.344999999999,2025-01-13 10:00:00+00:00,2679.145,STOP,-7.049999999999727,109.31700000000001
2025-01-14,XAUUSD,LONG,2025-01-14 09:00:00+00:00,MARKET,2670.755,2025-01-14 09:00:00+00:00,2670.755,2656.615,2688.315,2672.465,2656.615,2713.175000000001,2025-01-14 16:00:00+00:00,2671.475,FORCE_EXIT,0.7199999999997999,110.03699999999981
2025-01-15,XAUUSD,SHORT,2025-01-15 09:00:00+00:00,MARKET,2683.805,2025-01-15 09:00:00+00:00,2683.805,2659.645,2685.225,2672.435,2685.225,2679.5449999999996,2025-01-15 09:05:00+00:00,2685.225,STOP,-1.4200000000000728,108.61699999999973
2025-01-17,XAUUSD,LONG,2025-01-17 09:00:00+00:00,LIMIT,2710.9415,2025-01-17 09:00:00+00:00,2710.9415,2697.318,2724.565,2710.9415,2697.318,2751.811999999999,2025-01-17 16:00:00+00:00,2715.525,FORCE_EXIT,4.5835000000001855,113.20049999999992
2025-01-20,XAUUSD,SHORT,2025-01-20 09:00:00+00:00,MARKET,2706.775,2025-01-20 09:00:00+00:00,2706.775,2689.308,2713.655,2701.4815,2713.655,2686.1349999999998,2025-01-20 16:00:00+00:00,2707.275,FORCE_EXIT,-0.5,112.70049999999992
2025-01-21,XAUUSD,SHORT,2025-01-21 09:00:00+00:00,MARKET,2723.135,2025-01-21 09:00:00+00:00,2723.135,2701.498,2732.725,2717.1115,2732.725,2694.365000000001,2025-01-21 14:40:00+00:00,2732.725,STOP,-9.58999999999969,103.11050000000023
2025-01-24,XAUUSD,SHORT,2025-01-24 09:00:00+00:00,MARKET,2773.975,2025-01-24 09:00:00+00:00,2773.975,2735.665,2778.115,2756.89,2778.115,2761.5550000000003,2025-01-24 11:30:00+00:00,2778.115,STOP,-4.139999999999873,98.97050000000036
2025-01-27,XAUUSD,LONG,2025-01-27 09:00:00+00:00,MARKET,2757.055,2025-01-27 09:00:00+00:00,2757.055,2747.065,2772.415,2759.74,2747.065,2787.024999999999,2025-01-27 14:30:00+00:00,2747.065,STOP,-9.989999999999782,88.98050000000057
2025-01-28,XAUUSD,SHORT,2025-01-28 09:00:00+00:00,LIMIT,2751.192,2025-01-28 14:15:00+00:00,2751.192,2730.529,2771.855,2751.192,2771.855,2689.203,2025-01-28 16:00:00+00:00,2757.655,FORCE_EXIT,-6.463000000000193,82.51750000000038
2025-01-29,XAUUSD,SHORT,2025-01-29 09:00:00+00:00,MARKET,2763.945,2025-01-29 09:00:00+00:00,2763.945,2740.295,2765.985,2753.1400000000003,2765.985,2757.8250000000003,2025-01-29 10:40:00+00:00,2757.8250000000003,TP,6.119999999999891,88.63750000000027
2025-02-03,XAUUSD,SHORT,2025-02-03 09:00:00+00:00,MARKET,2796.585,2025-02-03 09:00:00+00:00,2796.585,2771.885,2803.148,2787.5165,2803.148,2776.8959999999997,2025-02-03 11:10:00+00:00,2803.148,STOP,-6.563000000000102,82.07450000000017
2025-02-06,XAUUSD,LONG,2025-02-06 09:00:00+00:00,MARKET,2855.978,2025-02-06 09:00:00+00:00,2855.978,2848.535,2882.215,2865.375,2848.535,2878.3070000000007,2025-02-06 14:45:00+00:00,2848.535,STOP,-7.443000000000211,74.63149999999996
2025-02-07,XAUUSD,SHORT,2025-02-07 09:00:00+00:00,MARKET,2866.165,2025-02-07 09:00:00+00:00,2866.165,2833.955,2870.395,2852.175,2870.395,2853.475,2025-02-07 09:10:00+00:00,2870.395,STOP,-4.230000000000018,70.40149999999994
2025-02-10,XAUUSD,SHORT,2025-02-10 09:00:00+00:00,MARKET,2896.395,2025-02-10 09:00:00+00:00,2896.395,2854.448,2898.829,2876.6385,2898.829,2889.0929999999994,2025-02-10 09:05:00+00:00,2898.829,STOP,-2.4340000000001965,67.96749999999975
2025-02-12,XAUUSD,SHORT,2025-02-12 09:00:00+00:00,LIMIT,2896.835,2025-02-12 14:30:00+00:00,2896.835,2881.635,2912.035,2896.835,2912.035,2851.2350000000006,2025-02-12 16:00:00+00:00,2893.375,FORCE_EXIT,3.4600000000000364,71.42749999999978
2025-02-13,XAUUSD,SHORT,2025-02-13 09:00:00+00:00,MARKET,2911.535,2025-02-13 09:00:00+00:00,2911.535,2863.685,2922.575,2893.13,2922.575,2878.415,2025-02-13 16:00:00+00:00,2920.295,FORCE_EXIT,-8.760000000000218,62.66749999999956
2025-02-14,XAUUSD,SHORT,2025-02-14 09:00:00+00:00,MARKET,2934.925,2025-02-14 09:00:00+00:00,2934.925,2905.548,2938.385,2921.9665,2938.385,2924.545,2025-02-14 09:30:00+00:00,2938.385,STOP,-3.4600000000000364,59.20749999999953
2025-02-18,XAUUSD,SHORT,2025-02-18 09:00:00+00:00,MARKET,2912.155,2025-02-18 09:00:00+00:00,2912.155,2891.775,2915.535,2903.6549999999997,2915.535,2902.0150000000012,2025-02-18 12:40:00+00:00,2915.535,STOP,-3.3799999999996544,55.82749999999987
2025-02-19,XAUUSD,SHORT,2025-02-19 09:00:00+00:00,MARKET,2938.415,2025-02-19 09:00:00+00:00,2938.415,2906.915,2939.985,2923.45,2939.985,2933.7049999999995,2025-02-19 09:15:00+00:00,2939.985,STOP,-1.5700000000001637,54.25749999999971
2025-02-20,XAUUSD,SHORT,2025-02-20 09:00:00+00:00,MARKET,2954.335,2025-02-20 09:00:00+00:00,2954.335,2918.365,2954.645,2936.505,2954.645,2953.405,2025-02-20 09:00:00+00:00,2954.645,STOP,-0.30999999999994543,53.94749999999976
2025-02-21,XAUUSD,SHORT,2025-02-21 09:00:00+00:00,LIMIT,2935.685,2025-02-21 11:25:00+00:00,2935.685,2916.615,2954.755,2935.685,2954.755,2878.4749999999995,2025-02-21 16:00:00+00:00,2929.575,FORCE_EXIT,6.110000000000127,60.05749999999989
2025-02-24,XAUUSD,SHORT,2025-02-24 09:00:00+00:00,MARKET,2946.085,2025-02-24 09:00:00+00:00,2946.085,2921.055,2948.665,2934.8599999999997,2948.665,2938.3450000000003,2025-02-24 10:35:00+00:00,2938.3450000000003,TP,7.739999999999782,67.79749999999967
2025-02-25,XAUUSD,SHORT,2025-02-25 09:00:00+00:00,LIMIT,2942.7,2025-02-25 14:25:00+00:00,2942.7,2929.365,2956.035,2942.7,2956.035,2902.6949999999997,2025-02-25 15:30:00+00:00,2902.6949999999997,TP,40.00500000000011,107.80249999999978
2025-02-26,XAUUSD,LONG,2025-02-26 09:00:00+00:00,LIMIT,2916.3665,2025-02-26 09:10:00+00:00,2916.3665,2888.085,2944.648,2916.3665,2888.085,3001.2110000000002,2025-02-26 16:00:00+00:00,2916.575,FORCE_EXIT,0.2084999999997308,108.01099999999951
2025-02-27,XAUUSD,LONG,2025-02-27 09:00:00+00:00,MARKET,2881.095,2025-02-27 09:00:00+00:00,2881.095,2880.135,2920.615,2900.375,2880.135,2883.9749999999985,2025-02-27 09:00:00+00:00,2880.135,STOP,-0.9599999999995816,107.05099999999993
2025-02-28,XAUUSD,LONG,2025-02-28 09:00:00+00:00,MARKET,2855.845,2025-02-28 09:00:00+00:00,2855.845,2850.788,2894.845,2872.8165,2850.788,2871.015999999999,2025-02-28 13:55:00+00:00,2850.788,STOP,-5.056999999999789,101.99400000000014
2025-03-03,XAUUSD,LONG,2025-03-03 09:00:00+00:00,LIMIT,2865.99,2025-03-03 09:40:00+00:00,2865.99,2855.075,2876.905,2865.99,2855.075,2898.7349999999997,2025-03-03 16:00:00+00:00,2888.295,FORCE_EXIT,22.30500000000029,124.29900000000043
2025-03-05,XAUUSD,LONG,2025-03-05 09:00:00+00:00,LIMIT,2913.775,2025-03-05 09:35:00+00:00,2913.775,2899.835,2927.715,2913.775,2899.835,2955.5950000000003,2025-03-05 13:40:00+00:00,2899.835,STOP,-13.940000000000055,110.35900000000038
2025-03-06,XAUUSD,LONG,2025-03-06 09:00:00+00:00,MARKET,2904.575,2025-03-06 09:00:00+00:00,2904.575,2894.145,2929.748,2911.9465,2894.145,2935.8649999999993,2025-03-06 09:50:00+00:00,2894.145,STOP,-10.429999999999836,99.92900000000054
