date,equity
2024-12-30,99.92942857142857
2024-12-31,99.93092857142857
2025-01-01,99.98146428571428
2025-01-02,99.88874999999999
2025-01-03,99.98989285714285
2025-01-05,99.98989285714285
2025-01-06,100.08457142857142
2025-01-07,100.08457142857142
2025-01-08,100.17614285714285
2025-01-09,100.18692857142855
2025-01-10,100.29174999999998
2025-01-12,100.3078214285714
2025-01-13,100.1998214285714
2025-01-14,100.1998214285714
2025-01-15,100.24124999999997
2025-01-16,100.24124999999997
2025-01-17,100.32203571428568
2025-01-19,100.27103571428567
2025-01-20,100.27103571428567
2025-01-21,100.27342857142852
2025-01-22,100.19128571428567
2025-01-23,100.23085714285709
2025-01-24,100.1518571428571
2025-01-26,100.0648571428571
2025-01-27,100.29982142857138
2025-01-28,100.1981071428571
2025-01-29,100.19917857142852
2025-01-30,100.12617857142851
2025-01-31,100.13324999999995
2025-02-02,100.17903571428566
2025-02-03,100.17903571428566
2025-02-04,100.33599999999994
2025-02-05,100.41507142857137
2025-02-06,100.45474999999993
2025-02-07,100.45474999999993
2025-02-09,100.45474999999993
2025-02-10,100.53182142857136
2025-02-11,100.41482142857136
2025-02-12,100.42814285714279
2025-02-13,100.4954285714285
2025-02-14,100.58082142857137
2025-02-16,100.50453571428565
2025-02-17,100.54774999999994
2025-02-18,100.54774999999994
2025-02-19,100.65982142857136
2025-02-20,100.65982142857136
2025-02-21,100.51539285714279
2025-02-23,100.42282142857135
2025-02-24,100.5421785714285
2025-02-25,100.92107142857135
2025-02-26,100.83435714285707
2025-02-27,100.69364285714279
2025-02-28,100.59649999999993
2025-03-02,100.64164285714278
2025-03-03,100.7656785714285
2025-03-04,100.81428571428563
2025-03-05,100.72257142857134
2025-03-06,100.83539285714278
2025-03-07,100.83539285714278
2025-03-09,100.87353571428564
2025-03-10,100.7446785714285
2025-03-11,100.83782142857135
2025-03-12,100.83782142857135
2025-03-13,100.83782142857135
2025-03-14,100.74524999999991
2025-03-16,100.66124999999991
2025-03-17,100.56596428571419
2025-03-18,100.48510714285705
2025-03-19,100.49217857142847
2025-03-20,100.80507142857132
2025-03-21,100.80507142857132
2025-03-23,100.87585714285703
2025-03-24,100.78771428571417
2025-03-25,100.9490357142856
2025-03-26,100.86917857142845
2025-03-27,100.86917857142845
2025-03-28,100.7690357142856
2025-03-30,100.7690357142856
2025-03-31,100.6463214285713
2025-04-01,100.52174999999987
2025-04-02,100.52174999999987
2025-04-03,100.88389285714271
2025-04-04,100.72689285714272
2025-04-06,100.72689285714272
2025-04-07,101.00046428571414
2025-04-08,101.00046428571414
2025-04-09,100.81689285714272
2025-04-10,100.86346428571414
2025-04-11,100.873857142857
2025-04-13,100.98689285714272
2025-04-14,100.88603571428558
2025-04-15,100.79332142857129
2025-04-16,100.89728571428557
2025-04-17,100.927857142857
2025-04-20,100.98796428571413
2025-04-21,100.87396428571412
2025-04-22,100.99321428571412
2025-04-23,101.04335714285696
2025-04-24,101.04335714285696
2025-04-25,101.04335714285696
2025-04-27,100.97249999999983
2025-04-28,100.97249999999983
2025-04-29,101.0384285714284
2025-04-30,101.21932142857125
2025-05-01,101.21932142857125
2025-05-02,101.25764285714268
2025-05-04,101.19407142857125
2025-05-05,101.19407142857125
2025-05-06,101.19407142857125
2025-05-07,101.37632142857125
2025-05-08,101.24174999999983
2025-05-09,101.14560714285696
2025-05-11,101.01403571428553
2025-05-12,101.01403571428553
2025-05-13,100.92260714285695
2025-05-14,100.80760714285694
2025-05-15,100.80760714285694
2025-05-16,100.82778571428551
2025-05-18,100.82778571428551
2025-05-19,100.82778571428551
2025-05-20,100.82778571428551
2025-05-21,100.74578571428552
2025-05-22,100.76528571428551
2025-05-23,100.69728571428551
2025-05-25,100.60271428571409
2025-05-26,100.60271428571409
2025-05-27,100.4659999999998
2025-05-28,100.48160714285694
2025-05-29,100.38932142857124
2025-05-30,100.38932142857124
2025-06-01,100.38932142857124
2025-06-02,100.38932142857124
2025-06-03,100.38932142857124
2025-06-04,100.29860714285695
2025-06-05,101.15089285714267
2025-06-06,101.15892857142839
2025-06-08,101.09335714285696
2025-06-09,101.11432142857126
2025-06-10,100.99789285714269
2025-06-11,100.90674999999983
2025-06-12,100.62303571428555
2025-06-13,100.62303571428555
2025-06-15,100.62303571428555
2025-06-16,100.48003571428555
2025-06-17,100.48003571428555
2025-06-18,100.48003571428555
2025-06-19,100.42303571428555
2025-06-20,100.49053571428556
2025-06-22,100.54117857142842
2025-06-23,100.57146428571413
2025-06-24,100.4491785714284
2025-06-25,100.36760714285697
2025-06-26,100.64099999999982
2025-06-27,100.75074999999981
2025-06-29,100.7754642857141
2025-06-30,100.68446428571409
2025-07-01,100.9699642857141
2025-07-02,100.9699642857141
2025-07-03,100.98032142857124
2025-07-04,100.98032142857124
2025-07-06,101.18928571428553
2025-07-07,101.06985714285696
2025-07-08,100.99057142857126
2025-07-09,100.99596428571411
2025-07-10,101.03771428571412
2025-07-11,101.03771428571412
2025-07-13,100.93685714285698
2025-07-14,100.9449285714284
2025-07-15,100.8546428571427
2025-07-16,100.85810714285697
2025-07-17,100.92664285714268
2025-07-18,100.94132142857126
2025-07-20,100.94132142857126
2025-07-21,100.94885714285698
2025-07-22,100.84928571428556
2025-07-23,100.76328571428556
2025-07-24,100.76328571428556
2025-07-25,100.67685714285699
2025-07-27,100.60528571428557
2025-07-28,100.627357142857
2025-07-29,100.50964285714271
2025-07-30,100.65367857142843
2025-07-31,101.187857142857
2025-08-01,101.187857142857
2025-08-03,101.19428571428557
2025-08-04,101.23442857142842
2025-08-05,101.24932142857128
