date,entry_time,side,entry_ts,entry_price,stop_init,tp,exit_ts,exit_price,exit_reason,pnl,equity_after,be_armed
2024-12-30,08:30,SHORT,2024-12-30T08:30:00+00:00,29.386,29.386,,2024-12-30T09:15:00+00:00,29.386,STOP,0.0,100.0,True
2024-12-31,08:30,LONG,2024-12-31T08:30:00+00:00,28.906,28.935499999999998,,2024-12-31T10:05:00+00:00,28.935499999999998,STOP,0.02949999999999875,100.0295,True
2025-01-01,08:30,LONG,2025-01-01T23:00:00+00:00,28.889,28.939535714285714,,2025-01-01T23:20:00+00:00,28.939535714285714,STOP,0.05053571428571502,100.08003571428571,True
2025-01-02,08:30,SHORT,2025-01-02T08:30:00+00:00,29.202,29.276857142857146,,2025-01-02T08:45:00+00:00,29.276857142857146,STOP,-0.07485714285714451,100.00517857142857,False
2025-01-06,08:30,LONG,2025-01-06T08:30:00+00:00,29.671,29.725785714285713,,2025-01-06T09:30:00+00:00,29.725785714285713,STOP,0.05478571428571399,100.05996428571429,True
2025-01-07,08:30,LONG,2025-01-07T08:30:00+00:00,30.182,30.182,,2025-01-07T08:50:00+00:00,30.182,STOP,0.0,100.05996428571429,True
2025-01-08,08:30,SHORT,2025-01-08T08:30:00+00:00,30.049,30.130714285714284,,2025-01-08T08:40:00+00:00,30.130714285714284,STOP,-0.08171428571428407,99.97825,False
2025-01-09,08:30,LONG,2025-01-09T08:30:00+00:00,30.221,30.221,,2025-01-09T08:40:00+00:00,30.221,STOP,0.0,99.97825,True
2025-01-10,08:30,LONG,2025-01-10T08:30:00+00:00,30.337,30.254714285714286,,2025-01-10T08:50:00+00:00,30.254714285714286,STOP,-0.08228571428571385,99.89596428571429,False
2025-01-12,08:30,LONG,2025-01-12T23:00:00+00:00,30.381,30.397071428571426,,2025-01-12T23:20:00+00:00,30.397071428571426,STOP,0.016071428571425628,99.91203571428571,True
2025-01-14,08:30,LONG,2025-01-14T08:30:00+00:00,29.8,29.671,,2025-01-14T09:35:00+00:00,29.671,STOP,-0.12900000000000134,99.7830357142857,False
2025-01-15,08:30,LONG,2025-01-15T08:30:00+00:00,30.055,30.070428571428568,,2025-01-15T10:00:00+00:00,30.070428571428568,STOP,0.01542857142856846,99.79846428571427,True
2025-01-16,08:30,LONG,2025-01-16T08:30:00+00:00,30.807,30.80742857142857,,2025-01-16T09:55:00+00:00,30.80742857142857,STOP,0.0004285714285714448,99.79889285714285,True
