date,symbol,side,order_place_time,order_type,order_price,fill_time,entry_price,ref_low_24h,ref_high_24h,ref_mid_24h,stop,take_profit,exit_time,exit_price,exit_reason,pnl,equity_after
2025-01-23,XAUUSD,SHORT,2025-01-23 04:30:00+00:00,LIMIT,2754.315,2025-01-23 06:20:00+00:00,2754.315,2745.425,2763.205,2754.315,2763.205,2727.6450000000004,2025-01-23 16:00:00+00:00,2747.095,FORCE_EXIT,7.220000000000255,124.1869999999999
2025-01-24,XAUUSD,SHORT,2025-01-24 04:30:00+00:00,MARKET,2772.205,2025-01-24 04:30:00+00:00,2772.205,2735.665,2777.215,2756.44,2777.215,2757.1749999999993,2025-01-24 06:05:00+00:00,2777.215,STOP,-5.010000000000218,119.17699999999968
2025-01-27,XAUUSD,LONG,2025-01-27 04:30:00+00:00,MARKET,2758.015,2025-01-27 04:30:00+00:00,2758.015,2753.618,2772.415,2763.0164999999997,2753.618,2771.2059999999997,2025-01-27 05:40:00+00:00,2753.618,STOP,-4.3969999999999345,114.77999999999975
2025-01-28,XAUUSD,SHORT,2025-01-28 04:30:00+00:00,LIMIT,2751.192,2025-01-28 14:15:00+00:00,2751.192,2730.529,2771.855,2751.192,2771.855,2689.203,2025-01-28 16:00:00+00:00,2757.655,FORCE_EXIT,-6.463000000000193,108.31699999999955
2025-01-29,XAUUSD,SHORT,2025-01-29 04:30:00+00:00,MARKET,2763.475,2025-01-29 04:30:00+00:00,2763.475,2734.738,2765.985,2750.3615,2765.985,2755.9449999999993,2025-01-29 12:20:00+00:00,2755.9449999999993,TP,7.530000000000655,115.84700000000021
2025-02-03,XAUUSD,SHORT,2025-02-03 04:30:00+00:00,LIMIT,2787.5165,2025-02-03 06:30:00+00:00,2787.5165,2771.885,2803.148,2787.5165,2803.148,2740.6220000000003,2025-02-03 11:10:00+00:00,2803.148,STOP,-15.63149999999996,100.21550000000025
2025-02-06,XAUUSD,LONG,2025-02-06 04:30:00+00:00,LIMIT,2867.83,2025-02-06 05:10:00+00:00,2867.83,2853.445,2882.215,2867.83,2853.445,2910.984999999999,2025-02-06 08:20:00+00:00,2853.445,STOP,-14.384999999999764,85.83050000000048
2025-02-07,XAUUSD,SHORT,2025-02-07 04:30:00+00:00,MARKET,2868.348,2025-02-07 04:30:00+00:00,2868.348,2833.955,2871.235,2852.5950000000003,2871.235,2859.6869999999994,2025-02-07 06:50:00+00:00,2859.6869999999994,TP,8.661000000000513,94.491500000001
2025-02-10,XAUUSD,SHORT,2025-02-10 04:30:00+00:00,MARKET,2876.965,2025-02-10 04:30:00+00:00,2876.965,2854.448,2877.375,2865.9115,2877.375,2875.7350000000006,2025-02-10 04:30:00+00:00,2877.375,STOP,-0.4099999999998545,94.08150000000114
2025-02-11,XAUUSD,SHORT,2025-02-11 04:30:00+00:00,MARKET,2919.055,2025-02-11 04:30:00+00:00,2919.055,2875.785,2942.665,2909.225,2942.665,2848.2249999999995,2025-02-11 16:00:00+00:00,2904.165,FORCE_EXIT,14.889999999999873,108.97150000000101
2025-02-13,XAUUSD,SHORT,2025-02-13 04:30:00+00:00,MARKET,2917.415,2025-02-13 04:30:00+00:00,2917.415,2863.685,2918.475,2891.08,2918.475,2914.235,2025-02-13 04:35:00+00:00,2918.475,STOP,-1.0599999999999454,107.91150000000107
2025-02-14,XAUUSD,SHORT,2025-02-14 04:30:00+00:00,MARKET,2926.045,2025-02-14 04:30:00+00:00,2926.045,2905.548,2933.705,2919.6265,2933.705,2903.0650000000005,2025-02-14 06:35:00+00:00,2933.705,STOP,-7.6599999999998545,100.25150000000122
