date,equity
2024-12-31,118.7159999999999
2025-01-03,117.24249999999984
2025-01-06,111.07749999999987
2025-01-07,99.54649999999992
2025-01-08,85.92499999999973
2025-01-09,97.70499999999947
2025-01-10,119.54299999999967
2025-01-13,112.49299999999994
2025-01-14,114.2529999999997
2025-01-15,110.35299999999961
2025-01-17,118.73299999999972
2025-01-20,117.02299999999968
2025-01-21,116.96699999999964
2025-01-23,124.1869999999999
2025-01-24,119.17699999999968
2025-01-27,114.77999999999975
2025-01-28,108.31699999999955
2025-01-29,115.84700000000021
2025-02-03,100.21550000000025
2025-02-06,85.83050000000048
2025-02-07,94.491500000001
2025-02-10,94.08150000000114
2025-02-11,108.97150000000101
2025-02-13,107.91150000000107
2025-02-14,100.25150000000122
2025-02-17,108.9015000000013
2025-02-18,107.13150000000132
2025-02-19,95.3015000000014
2025-02-20,88.88150000000178
2025-02-24,85.93150000000196
2025-02-25,124.10650000000169
2025-02-26,125.54650000000129
2025-02-27,112.68950000000132
2025-02-28,109.84950000000117
2025-03-03,133.8395000000014
2025-03-05,146.4295000000011
2025-03-06,128.62800000000107
2025-03-07,112.5880000000011
2025-03-10,109.19800000000123
2025-03-11,129.0180000000014
2025-03-12,149.8695000000016
2025-03-14,157.66050000000223
2025-03-17,152.2320000000018
2025-03-18,150.79200000000174
2025-03-19,162.79550000000154
2025-03-20,159.86550000000125
2025-03-21,154.99550000000136
2025-03-24,168.0155000000018
2025-03-25,152.5205000000019
2025-03-26,158.77700000000186
2025-03-27,158.42700000000195
2025-03-28,154.78700000000208
2025-03-31,151.06000000000222
2025-04-01,150.29000000000224
2025-04-02,152.81500000000233
2025-04-03,121.12850000000253
2025-04-04,81.8885000000023
2025-04-07,69.28100000000268
2025-04-08,79.97100000000273
2025-04-09,65.55100000000266
2025-04-10,57.491000000002714
2025-04-14,96.6110000000026
2025-04-15,99.66100000000233
2025-04-16,99.05100000000266
2025-04-17,81.5110000000027
2025-04-22,81.046000000003
2025-04-24,90.10100000000284
2025-04-25,154.6610000000028
2025-04-28,132.59600000000273
2025-04-29,133.74600000000282
2025-04-30,124.49600000000282
2025-05-05,177.68600000000288
2025-05-07,189.3660000000027
2025-05-08,238.32600000000184
2025-05-09,237.37100000000146
2025-05-12,214.9310000000014
2025-05-13,225.9510000000014
2025-05-14,222.12100000000146
2025-05-15,211.58100000000104
2025-05-16,246.80100000000084
2025-05-19,239.54100000000108
2025-05-20,217.5010000000011
2025-05-22,233.4010000000003
2025-05-23,202.55300000000034
2025-05-26,209.7130000000002
2025-05-27,195.5880000000002
2025-05-28,213.5650000000005
2025-05-29,254.04500000000053
2025-05-30,237.2480000000005
2025-06-03,257.4980000000005
2025-06-04,278.1680000000015
2025-06-05,282.911500000002
2025-06-06,329.25950000000194
2025-06-09,347.68250000000216
2025-06-10,329.49900000000207
2025-06-11,319.809000000002
2025-06-12,355.3305000000023
2025-06-13,341.1805000000022
2025-06-17,329.07050000000254
2025-06-18,325.60050000000274
2025-06-20,316.12850000000253
2025-06-23,304.68000000000256
2025-06-24,284.92000000000235
2025-06-25,283.32850000000235
2025-06-26,267.688500000002
2025-06-30,263.26550000000225
2025-07-01,265.9655000000025
2025-07-02,270.7690000000025
2025-07-03,251.67900000000282
2025-07-04,255.9110000000028
2025-07-08,231.23450000000275
2025-07-09,223.9475000000025
2025-07-11,224.83850000000257
2025-07-14,214.7735000000025
2025-07-15,201.2235000000028
2025-07-16,188.78050000000258
2025-07-21,184.95050000000265
2025-07-23,184.37050000000227
2025-07-28,173.47700000000214
2025-07-29,189.65700000000197
2025-07-30,206.8860000000018
2025-07-31,214.28200000000197
2025-08-01,247.28200000000197
2025-08-04,235.1135000000022
2025-08-05,218.2600000000025
2025-08-06,227.20100000000275
2025-08-08,226.02250000000322
2025-08-11,215.02250000000322
2025-08-12,204.96250000000327
2025-08-14,227.89100000000326
2025-08-15,230.8580000000029
2025-08-18,230.02800000000298
2025-08-19,249.45300000000316
2025-08-20,266.82300000000305
2025-08-21,274.653000000003
2025-08-22,263.15950000000294
2025-08-25,271.52300000000287
2025-08-26,282.65800000000263
2025-08-27,278.9980000000028
2025-08-28,270.12800000000243
2025-08-29,305.434000000002
2025-09-01,291.09100000000217
2025-09-02,275.8680000000022
2025-09-04,292.2580000000021
2025-09-08,313.2190000000023
2025-09-10,314.3590000000022
2025-09-12,312.58900000000176
2025-09-15,341.396000000002
2025-09-17,334.71900000000187
2025-09-19,353.11900000000196
2025-09-22,372.85900000000174
2025-09-24,367.51200000000154
2025-09-25,360.3620000000019
2025-09-26,396.9400000000019
2025-09-29,390.9400000000019
2025-09-30,410.92100000000164
2025-10-01,399.0610000000015
2025-10-02,377.80600000000186
2025-10-03,416.80600000000186
2025-10-06,412.24300000000176
2025-10-07,398.5330000000017
2025-10-08,395.2900000000018
2025-10-09,401.99650000000156
2025-10-10,405.82500000000164
2025-10-14,434.39000000000215
2025-10-17,396.7250000000022
2025-10-20,479.4950000000026
2025-10-21,576.644000000002
2025-10-22,487.38400000000183
2025-10-23,432.8140000000021
2025-10-24,395.45700000000215
2025-10-27,386.5470000000023
2025-10-29,357.50700000000234
2025-10-30,332.77200000000266
2025-10-31,327.95200000000295
2025-11-04,311.69200000000274
2025-11-05,297.30200000000286
2025-11-06,293.5920000000028
