date,entry_time,side,entry_ts,entry_price,stop_init,tp,exit_ts,exit_price,exit_reason,pnl,equity_after,be_armed
2024-12-30,08:00,SHORT,2024-12-30T08:00:00+00:00,29.431,29.39707142857143,,2024-12-30T09:20:00+00:00,29.39707142857143,STOP,0.03392857142857153,100.03392857142858,True
2024-12-31,08:00,LONG,2024-12-31T08:00:00+00:00,28.927,28.927,,2024-12-31T09:10:00+00:00,28.927,STOP,0.0,100.03392857142858,True
2025-01-01,08:00,LONG,2025-01-01T23:00:00+00:00,28.889,28.939535714285714,,2025-01-01T23:20:00+00:00,28.939535714285714,STOP,0.05053571428571502,100.08446428571429,True
2025-01-02,08:00,SHORT,2025-01-02T08:00:00+00:00,29.298,29.25839285714286,,2025-01-02T08:40:00+00:00,29.25839285714286,STOP,0.03960714285713962,100.12407142857143,True
2025-01-03,08:00,LONG,2025-01-03T08:00:00+00:00,29.613,29.699142857142856,,2025-01-03T09:35:00+00:00,29.699142857142856,STOP,0.08614285714285685,100.21021428571429,True
2025-01-06,08:00,LONG,2025-01-06T08:00:00+00:00,29.6,29.725785714285713,,2025-01-06T09:30:00+00:00,29.725785714285713,STOP,0.12578571428571195,100.336,True
2025-01-07,08:00,LONG,2025-01-07T08:00:00+00:00,30.152,30.169714285714285,,2025-01-07T09:10:00+00:00,30.169714285714285,STOP,0.017714285714284017,100.35371428571429,True
2025-01-08,08:00,SHORT,2025-01-08T08:00:00+00:00,30.024,30.087285714285716,,2025-01-08T08:15:00+00:00,30.087285714285716,STOP,-0.0632857142857155,100.29042857142858,False
2025-01-09,08:00,SHORT,2025-01-09T08:00:00+00:00,30.07,30.13657142857143,,2025-01-09T08:10:00+00:00,30.13657142857143,STOP,-0.06657142857142873,100.22385714285716,False
2025-01-12,08:00,LONG,2025-01-12T23:00:00+00:00,30.381,30.397071428571426,,2025-01-12T23:20:00+00:00,30.397071428571426,STOP,0.016071428571425628,100.23992857142858,True
2025-01-14,08:00,LONG,2025-01-14T08:00:00+00:00,29.744,29.644,,2025-01-14T08:00:00+00:00,29.644,STOP,-0.10000000000000142,100.13992857142858,False
2025-01-15,08:00,LONG,2025-01-15T08:00:00+00:00,29.989,30.00175,,2025-01-15T09:00:00+00:00,30.00175,STOP,0.012750000000000483,100.15267857142858,True
2025-01-16,08:00,LONG,2025-01-16T08:00:00+00:00,30.848,30.768142857142855,,2025-01-16T08:00:00+00:00,30.768142857142855,STOP,-0.07985714285714351,100.07282142857144,False
2025-01-17,08:00,SHORT,2025-01-17T08:00:00+00:00,30.596,30.595178571428573,,2025-01-17T08:45:00+00:00,30.595178571428573,STOP,0.0008214285714274183,100.07364285714287,True
2025-01-19,08:00,LONG,2025-01-19T23:00:00+00:00,30.339,30.287999999999997,,2025-01-19T23:00:00+00:00,30.287999999999997,STOP,-0.05100000000000193,100.02264285714287,False
2025-01-20,08:00,LONG,2025-01-20T08:00:00+00:00,30.361,30.361,,2025-01-20T08:15:00+00:00,30.361,STOP,0.0,100.02264285714287,True
2025-01-21,08:00,SHORT,2025-01-21T08:00:00+00:00,30.569,30.40760714285714,,2025-01-21T09:15:00+00:00,30.40760714285714,STOP,0.16139285714285734,100.18403571428573,True
